web-scraper-order,web-scraper-start-url,tarih,link,link-href,intro
"1600195605-1334","https://www.hurriyet.com.tr/arama/#/?page=117&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","11.9.2017","Şiddet mağduru 300 kadın kimlik değiştirdi","","Şiddete uğrayan kadınlar için ‘sığınma evleri’ gibi önlemler alınsa da kadınlar erkek şiddetinden kurtulmanın en iyi yolu olarak ‘kimlik değiştirme’yi görüyor. 2013’te kimlik değiştiren kadın sayısı 40’ken, bu yıl rakam 300’e ulaştı"
"1600195380-324","https://www.hurriyet.com.tr/arama/#/?page=218&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","6.12.2017","1 ayda 25 kadın katledildi","","Kadın Cinayetlerini Durduracağız Platformu’nun her ay yalnızca medyaya yansıyan haberlerden derleyerek hazırladığı kadına yönelik şiddet raporu, acı tabloyu bir kez daha gözler önüne serdi."
"1600195542-1058","https://www.hurriyet.com.tr/arama/#/?page=145&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","15.5.2018","En dezavantajlı çocuklar korunacak","","En dezavantajlı çocuklar korunacak"
"1600195342-158","https://www.hurriyet.com.tr/arama/#/?page=235&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","3.3.2011","Şiddetle mücadele tavizsiz olmalı","","Genç kızların ve kadınların hayatları boyunca eşleri ya da yabancıların fiziksel, cinsel ve psikolojik istismarına maruz kaldıklarını söyleyen Diva Kadın Sağlığı Yönetim Kurulu Başkanı Gökçen Erdoğan, “Eğitimsiz ve ilkokul düzeyinde eğitimi olan kadınlarda şiddete maruz kalma oranı yüzde 56 iken, lise ya da üniversite mezunu olanlarda bu oran yüzde 32 olarak tespit ediliyor” diye konuştu."
"1600195328-100","https://www.hurriyet.com.tr/arama/#/?page=241&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","22.2.2015","Grinin Elli Tonu'na protestolu gala","","Tartışılan kitap Grinin Elli Tonu'nun dün akşam Londra’da gerçekleşen galası, aile içi şiddete karşı kampanyacıların protestosuna sahne oldu."
"1600195571-1181","https://www.hurriyet.com.tr/arama/#/?page=132&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","16.12.2019","Boşanmak isteyen eşini öldüren kocaya ağırlaştırılmış ömür boyu hapis","","KAYSERİ'de, kendisinden boşanmak isteyen eşi Cevahir Çay'ı (30) otobüs durağında bıçaklayarak, öldüren Mustafa Çay (35), tutuklu yargılandığı davada, ağırlaştırılmış ömür boyu hapis cezasına çarptırıldı. Mahkeme heyeti, sanığın cezasında indirim maddesi uygulamadı."
"1600195820-2302","https://www.hurriyet.com.tr/arama/#/?page=20&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","7.5.2014","Bahçeli grup toplantısında konuştu","","MHP Genel Başkanı Devlet Bahçeli partisinin grup toplantısında konuştu."
"1600195727-1887","https://www.hurriyet.com.tr/arama/#/?page=62&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","3.3.2011","Kadına şiddete ‘eğitim’ cezası","","TRABZON’da her ikisi de memur A.K. ile eşi N.K. arasında tartışma çıktı. A.K’nin tartaklayarak ittiği N.K. kafasını duvara çarparak hafif yaralandı."
"1600195650-1540","https://www.hurriyet.com.tr/arama/#/?page=97&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","27.10.2015","AK Parti’den Tacize Suç Duyurusu","","ÜNİVERSİTELİ KIZA AK PARTİ BROŞÜRÜ DAĞITTIĞI İÇİN TACİZDE BULUNANLAR PROTESTO EDİLDİ."
"1600195773-2095","https://www.hurriyet.com.tr/arama/#/?page=41&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","14.2.2013","Sanal sergi","","İzmir Tanıtım Derneği, Facebook üzerinden fotoğraf sergisi açtı."
"1600195707-1799","https://www.hurriyet.com.tr/arama/#/?page=71&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","4.11.2010","Maaşları kesilince şiddetten vazgeçtiler","","Diyarbakır'da Sur ve Yenişehir Belediyesi'nde 7 çalışanın eşlerinin şikayeti üzerine toplu iş sözleşmesindeki karar gereği maaşlarının yarısı eşlerine verildi."
"1600195831-2352","https://www.hurriyet.com.tr/arama/#/?page=15&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","2.7.2020","Son dakika haberi: Bakanlıktan aile içi ve kadına yönelik şiddet olaylarına ilişkin açıklama","","İçişleri Bakanlığı'ndan gelen açıklamada, ''Aile içi ve kadına yönelik şiddet olaylarıyla mücadele kapsamında yürütülen çalışmalar, alınan önlemler sonucu 2020 yılının 6 aylık döneminde kadın cinayetlerinde, geçen yılın aynı dönemine göre yüzde 34 oranında düşüş sağlandı.'' denildi."
"1600195809-2258","https://www.hurriyet.com.tr/arama/#/?page=25&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","25.11.2011","Kadına şiddet sözleşmesini ilk Türkiye imzaladı","","Türkiye, Kadınlara Yönelik Şiddet ve Aile İçi Şiddetin Önlenmesi ve Bunlarla Mücadeleye İlişkin Avrupa Konseyi Sözleşmesi'ni, imza atan ülkeler arasında, parlamentosunda ilk onaylayan ülke oldu."
"1600195605-1332","https://www.hurriyet.com.tr/arama/#/?page=117&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","13.11.2017","Üniversitelilerde bile sevgiliye şiddet","","Muğla Sıtkı Koçman Üniversitesi’nde yapılan ‘Üniversite Öğrencilerinin Flört Şiddetine Yönelik Tutum Ve Davranışları Yüksek Lisans Tezi’nin sonuçları yeni bir şiddet türünü daha ortaya çıkardı: FLÖRT ŞİDDETİ. Uzmanlar gençler arasında çok yaygın olduğunu ve zor fark edildiğini söylüyor."
"1600195743-1957","https://www.hurriyet.com.tr/arama/#/?page=55&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","27.11.2015","Yazdılar yönettiler oynadılar","","Emek Interact Tiyatro Grubu öğrencileri, kadına şiddeti tiyatro sahnesine taşıdı."
"1600195785-2142","https://www.hurriyet.com.tr/arama/#/?page=36&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","7.1.2014","Evde yetmedi otobanda da 'dön' dayağı","","Eşinden gördüğü şiddet nedeniyle baba evine dönmeye karar veren bir yıllık evli Gülcan Berk, evden kaçtı ama dövülmekten kaçamadı. Genç kadın, kocası Orhan Berk tarafından evi terk ettikten sonra bindiği otobüsten indirilip dövüldü. Gözleri morarıp, dudağı patlayan Berk, eşinden şikâyetçi oldu."
"1600195504-883","https://www.hurriyet.com.tr/arama/#/?page=162&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","17.2.2015","Üniversite öğrencisi Özgecan'ın öldürülmesi","","- Diyarbakır'da bir grup berber, üniversite öğrencisi Özgecan Aslan'ın öldürülmesini protesto için peruk takıp, ""Kadına şiddet erkeklikse biz erkek değiliz"" yazılı döviz taşıdı"
"1600195502-877","https://www.hurriyet.com.tr/arama/#/?page=163&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","23.11.2018","Facebook'ta kendisini engelleyen kız arkadaşına dehşeti yaşattı","","KKTC'de Metin Gül, kız arkadaşını Facebook'ta kendisini engellediği gerekçesiyle boğazına bıçak dayayarak ölümle tehdit etti. Ülkede kaçak kaldığı ortaya çıkan Gül, tutuklanarak cezaevine konuldu."
"1600195796-2196","https://www.hurriyet.com.tr/arama/#/?page=31&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","12.1.2010","Terk edilen sevgiliden korkunç tuzak","","Terk edilmeyi gururuna yediremeyen ABD'li asker, sevgilisine korkunç bir tuzak kurdu. Eski sevgilisi adına internete ilan veren adam, ""şiddet içerikli cinsel fantezileri olan bir erkek"" aradığını belirtti."
"1600195625-1425","https://www.hurriyet.com.tr/arama/#/?page=108&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","20.11.2019","İzmir'in rengi turuncu olacak","","Turuncu Dernek, tüm İzmirlileri kenti turuncuya boyamaya çağırıyor."
"1600195360-232","https://www.hurriyet.com.tr/arama/#/?page=227&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","17.12.2016","""Taciz, istismarı duyan öğretmen bildirmek zorundadır""","","""Taciz, istismarı duyan öğretmen bildirmek zorundadır"""
"1600195378-319","https://www.hurriyet.com.tr/arama/#/?page=219&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","24.11.2018","Buca'da, kadına şiddete karşı tek ses olundu","","Buca'da, kadına şiddete karşı tek ses olundu"
"1600195802-2226","https://www.hurriyet.com.tr/arama/#/?page=28&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","19.7.2011","4 gün dövdü, komaya soktu, otobüs durağına bıraktı","","KONYA’da 35 yaşındaki işsiz Mustafa K., 32 yaşındaki sevgilisi M.T.’yi, iddiya göre aralarında çıkan tartışma sonucu 4 gün boyunca eve kapatıp döverek işkence yaptı. Ardından komaya soktuğu sevgilisini bir otobüs durağına bıraktıktan sonra polise haber verip olay yerinden kaçtı, ama kısa sürede yakalandı."
"1600195650-1533","https://www.hurriyet.com.tr/arama/#/?page=97&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","21.2.2016","Odunpazarı’ndan Kadınlara Yönelik Eğitim","","ODUNPAZARI BELEDİYESİ KADIN VE AİLE MÜDÜRLÜĞÜ, BİLİNÇLİ KADIN, BİLİNÇLİ TOPLUM SLOGANIYLA ÇALIŞMALARINI SÜRDÜRÜYOR VE KADINLARA YÖNELİK EĞİTİM ÇALIŞMALARINA DEVAM EDİYOR."
"1600195456-666","https://www.hurriyet.com.tr/arama/#/?page=184&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","26.11.2015","“Kadına Şiddete Hayır” Semineri Düzenlendi","","MALATYA BÜYÜKŞEHİR BELEDİYESİ KÜLTÜR VE SOSYAL İŞLER DAİRESİ BAŞKANLIĞI'NA BAĞLI KADIN KÜLTÜR VE SPOR MERKEZİ TARAFINDAN KADINA ŞİDDETE HAYIR SEMİNERİ DÜZENLENDİ."
"1600195571-1190","https://www.hurriyet.com.tr/arama/#/?page=132&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","30.12.2019","Annesine şiddet uygulayan babasını bıçakladı","","Sivas’ın Yıldızeli ilçesinde 17 yaşındaki genç, annesine şiddet uygulayan babasını bıçakladı."
"1600195729-1893","https://www.hurriyet.com.tr/arama/#/?page=61&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","15.12.2011","Ertan’la iyi bir çift olduk","","Ekin Türkmen, “Karakol”un ardından “Bir Kadın Tanıdım” dizisinde de Ertan Saban’la kamera karşısına geçti. “Ertan’la iyi bir çift olduk” diyen Türkmen, D-Smart dergisinin sorularını yanıtladı."
"1600195464-703","https://www.hurriyet.com.tr/arama/#/?page=180&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","25.7.2018","Müzik ruhumu tedavi ediyor","","Zeynep Mansur, yeni şarkısı “Tesadüfen”i dijital platformlar üzerinden sevenlerine ulaştırdı. Çok uzun zaman bu single üzerinde çalıştığını söyleyen Mansur, “Her ayrıntısıyla bizzat ilgilendiğim bir iş olduğundan, çok sevilmesi tek dileğim” diyor."
"1600195725-1879","https://www.hurriyet.com.tr/arama/#/?page=63&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","20.11.2012","Adliyeye kadın hakları merkezi","","HER ay ortalama 850 kadının, şiddete uğradıkları gerekçesiyle suç duyurusunda bulunmak için geldiği İstanbul Adalet Sarayı’nda, Kadın Hakları Merkezi ve Şiddeti Önleme Bürosu kuruldu."
"1600195589-1263","https://www.hurriyet.com.tr/arama/#/?page=124&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","30.8.2018","Aykırılık iyidir","","Yazıyor, oynuyor, resim yapıyor, şarkı söylüyor, durmuyor, durmak istemiyor... “En mutlu olduğum saatler çalıştığım saatler” diyen, şimdilerde bir yandan yeni senaryoları değerlendirip bir yandan albümü üzerinde çalışan Gonca Vuslateri, Quality of Magazine’e konuştu."
"1600195585-1243","https://www.hurriyet.com.tr/arama/#/?page=126&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","19.1.2020","İzmir'de vahşet! Başında bekledi böyle gözaltına alındı","","İZMİR’in Dikili ilçesinde, Murat S.(50) parkta tartıştığı eşi Leyla S.’yi tabanca ile vurarak ağır yaraladı. Polis ve sağlık ekibi gelinceye kadar eşinin başından ayrılmayan Murat S. gözaltına alınırken, vücuduna iki kurşun isabet eden Leyla S.’nin ise hayati tehlikesinin bulunduğu öğrenildi. Leyla S. ambulansla hastaneye kaldırılırken, şüpheli polis tarafından gözaltına alındı."
"1600195833-2362","https://www.hurriyet.com.tr/arama/#/?page=14&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","15.7.2020","Son dakika haberi: Ozan Güven-Deniz Bulutsuz davasında flaş gelişme...","","Sevgilisi Deniz Bulutsuz'u darp ettiği gerekçesiyle hakkında dava açılan Ozan Güven hakkındaki iddianame mahkemece kabul edildi. İlk duruşma, 21 Ocak 2021'de yapılacak. İddianamede, Ozan Güven'in evinde bulunan kamera kayıt cihazında bilirkişi incelemesi yaptırıldığı, bilirkişi incelemesine göre, kameranın sürekli olarak çalıştığı, bu nedenle üzerine takılı hard diskin yorgun disk olarak değerlendirildiği anlatıldı."
"1600195641-1494","https://www.hurriyet.com.tr/arama/#/?page=101&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","21.2.2015","Yabancılar, Özgecan için fidan dikti","","- Marmaris'te, Özgecan Aslan için fidan dikme etkinliği düzenlendi  
- Etkinliğe bazı sivil toplum kuruluşu üyelerinin yanı sıra bölgedeki yerleşik çoğu İngiliz uyruklu 20 kadar yabancı da katıldı  
- İskoç Thirkill:  
- ""Özgecan'ın öldürülmesi olayında kadınlığımızdan utandık. İnsanların ölümü yaşlandıktan sonra beklemesi lazım ama maalesef gencecik bir kız bir erkeğin elinden hayatını kaybetti"""
"1600195714-1822","https://www.hurriyet.com.tr/arama/#/?page=68&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","16.12.2016","Prof. Dr. Yıldırım Üçtuğ: ""Dünya üniversiteler sıralamasında ilk 500 arasındayız""","","Prof. Dr. Yıldırım Üçtuğ: ""Dünya üniversiteler sıralamasında ilk 500 arasındayız"""
"1600195683-1690","https://www.hurriyet.com.tr/arama/#/?page=82&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","8.3.2017","Defileli 'Dünya Kadınlar Günü' kutlaması","","Defileli 'Dünya Kadınlar Günü' kutlaması"
"1600195712-1818","https://www.hurriyet.com.tr/arama/#/?page=69&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","11.1.2015","İskender Pala: 15 yıl sonra İslami hassasiyetler kaybolacak","","İskender Pala, edebiyat profesörü. Divan edebiyatının ehil isimlerinden biri. Kitapları çok satan bir yazar. Aynı zamanda son dönem Türkiye gündeminin sıcak tanığı. Çünkü hayatındaki kimi dönüm noktaları, Türkiye’nin virajlarına denk geliyor. 28 Şubat döneminde ‘gerici’ olduğu gerekçesiyle askerlikten atıldı. 17 Aralık’ın ertesinde uzun süredir yazmakta olduğu Zaman gazetesinden ayrıldı. Tam da dünya İslam’ın şiddet ve terörle ilişkisini sorgularken Hz. Muhammed’i anlatan bir kitap yazdı. İnançlı bir Müslüman olarak bugünün İslam yorumlarına getirdiği eleştiri önemli."
"1600195701-1767","https://www.hurriyet.com.tr/arama/#/?page=74&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","26.3.2016","Mezdeke dansçısı Aynur Kanbur son yolculuğuna uğurlandı","","Mezdeke'nin dansçılarından Aynur Kanbur'un cenaze törenine çok sayıda ünlü isim katıldı."
"1600195800-2213","https://www.hurriyet.com.tr/arama/#/?page=29&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","9.12.2011","Karakolda dayak TBMM gündeminde","","CHP Genel Başkan Yardımcısı Birgül Ayman Güler, yazılı ve görsel basına yansıyan İzmir Karabağlar Polis Karakolu'nda yaşanan ve bir kadına şiddet uygulanması ile ilgili olarak İçişleri Bakanı İdris Naim Şahin'in cevaplandırması için yazılı soru önergesi verdi."
"1600195482-783","https://www.hurriyet.com.tr/arama/#/?page=172&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","13.8.2016","Muratpaşa kadına yönelik şiddete 'dur' diyor","","Muratpaşa kadına yönelik şiddete 'dur' diyor"
"1600195482-782","https://www.hurriyet.com.tr/arama/#/?page=172&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","9.3.2018","Kadının kadına desteğini şart koştular","","Kadının kadına desteğini şart koştular"
"1600195380-321","https://www.hurriyet.com.tr/arama/#/?page=218&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","31.10.2016","Eski eşine bacaklarından vuran koca tutuklandı","","Eski eşine bacaklarından vuran koca tutuklandı"
"1600195591-1278","https://www.hurriyet.com.tr/arama/#/?page=123&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","14.7.2018","CHP'li Şevkin, kadın ve çocuklar için TBMM'ye araştırma önergesi sundu","","CHP'li Şevkin, kadın ve çocuklar için TBMM'ye araştırma önergesi sundu"
"1600195605-1336","https://www.hurriyet.com.tr/arama/#/?page=117&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","5.9.2018","Korkunç... Cep telefonunda cinayet planı varmış","","Isparta'da kendisiyle konuşmak bahanesiyle yanına gelen eşinin vücudunun çeşitli yerlerinden yaraladığı 3 çocuk annesi Leyla Z.'nin (45) hastanede tedavisi sürüyor. Hakkında uzaklaştırma kararı verilen ve olaydan sonra intihar girişiminde bulunan eşinin saldırısına uğrayan Leyla Z., ""Sevdiğini söyleyerek barışmaya gelen eşim, cep telefonuna not olarak yazdığı öldürme planını bana gösterdi. Üzerime yürüdü, boğazımı kesmeye çalıştı. Akciğerime sapladı. 10 bıçak yaram var"" dedi."
"1600195434-562","https://www.hurriyet.com.tr/arama/#/?page=194&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","7.3.2017","Güçsüz hissediyor utanç duyuyor","","Mor Çatı Vakfı’nın 8 Mart Dünya Kadınlar Günü öncesinde yayınladığı veriler, kadına şiddetin korkunç bilançosunu gözler önüne serdi."
